actor,role,title,award,score_1,score_2,num_reviews,polarity_mean,objectivity_mean,numeric_key,ordering,height,year,duration,avg_vote,votes,budget,worlwide_gross_income,metascore,weighted_average_vote,total_votes,mean_vote,median_vote,votes_10,votes_9,votes_8,votes_7,votes_6,votes_5,votes_4,votes_3,votes_2,votes_1,allgenders_0age_avg_vote,allgenders_0age_votes,allgenders_18age_avg_vote,allgenders_18age_votes,allgenders_30age_avg_vote,allgenders_30age_votes,allgenders_45age_avg_vote,allgenders_45age_votes,males_allages_avg_vote,males_allages_votes,males_0age_avg_vote,males_0age_votes,males_18age_avg_vote,males_18age_votes,males_30age_avg_vote,males_30age_votes,males_45age_avg_vote,males_45age_votes,females_allages_avg_vote,females_allages_votes,females_0age_avg_vote,females_0age_votes,females_18age_avg_vote,females_18age_votes,females_30age_avg_vote,females_30age_votes,females_45age_avg_vote,females_45age_votes,top1000_voters_rating,top1000_voters_votes,us_voters_rating,us_voters_votes,non_us_voters_rating,non_us_voters_votes,age_at_performance
Antonio Banderas,salvador mallo,pain and glory,1.0,91.0,97.0,45.0,0.2089215360849976,0.4776367706367706,14,1,175.0,2019,113,7.6,45061,0,37137074,87.0,7.6,45061,7.6,8.0,3627,7169,15138,11255,4652,1640,641,307,219,413,7.7,55.0,7.7,9354.0,7.4,16001.0,7.5,5811.0,7.5,26189.0,7.7,41.0,7.7,6916.0,7.4,12550.0,7.5,4754.0,7.6,6554.0,7.7,7.0,7.7,2082.0,7.6,3027.0,7.7,902.0,6.8,251.0,7.6,3679.0,7.5,22043.0,59.0
Art Carney,harry coombes,harry and tonto,2.0,82.0,83.0,5.0,0.36,0.4666666666666667,15,1,178.0,1974,115,7.4,4987,980000,0,0,7.4,4987,7.5,8.0,586,631,1393,1310,571,256,97,46,36,61,0,0,7.6,272.0,7.2,1495.0,7.4,2152.0,7.4,3426.0,0,0,7.5,234.0,7.2,1283.0,7.5,1816.0,7.4,564.0,0,0,7.8,38.0,7.2,199.0,7.4,305.0,6.8,231.0,7.5,2310.0,7.2,1436.0,56.0
Arthur Kennedy,larry nevins,bright victory,1.0,0.0,0.0,1.0,0.13333333333333336,0.9166666666666666,16,1,178.0,1951,97,7.3,770,0,0,0,7.3,770,7.5,8.0,81,91,228,220,85,29,12,5,11,8,0,0,7.6,23.0,7.2,136.0,7.2,429.0,7.2,486.0,0,0,7.4,12.0,7.2,112.0,7.2,353.0,7.3,106.0,0,0,7.7,11.0,7.4,22.0,7.3,69.0,6.6,102.0,7.4,419.0,6.5,145.0,37.0
Barry Fitzgerald,father fitzgibbon,going my way,1.0,75.0,81.0,7.0,0.29856150793650793,0.5238095238095237,17,2,160.0,1944,126,7.0,10191,0,0,0,7.0,10191,7.3,7.0,1454,1243,2104,2549,1385,658,289,152,179,178,6.7,3.0,6.9,841.0,6.9,3276.0,7.2,3847.0,7.0,6554.0,6.7,3.0,6.9,686.0,6.8,2693.0,7.2,2981.0,7.2,1586.0,0,0,6.9,145.0,7.0,560.0,7.4,826.0,6.6,314.0,7.3,4343.0,6.7,3084.0,56.0
Ben Kingsley,mohandas k gandhi,gandhi,2.0,92.0,85.0,9.0,0.1278125,0.526733630952381,18,1,173.0,1982,191,8.0,215222,22000000,52767889,79.0,8.0,215222,8.0,8.0,37439,46691,69780,37100,12152,4676,1953,1174,883,3374,7.6,73.0,8.0,36650.0,8.0,85980.0,8.1,37628.0,8.0,142889.0,7.6,57.0,8.0,30694.0,8.0,74169.0,8.1,31353.0,8.0,23436.0,7.8,13.0,7.8,5574.0,8.0,10931.0,8.2,5731.0,7.7,681.0,8.1,38968.0,8.0,96635.0,39.0
Ben Kingsley,colonel massoud amir behrani,house of sand and fog,1.0,83.0,74.0,39.0,0.19034992784992785,0.6333219954648526,18,2,173.0,2003,126,7.5,64310,16500000,16763804,71.0,7.5,64310,7.6,8.0,7528,10392,19837,15154,6232,2305,1057,626,414,765,6.3,3.0,7.5,5358.0,7.5,33791.0,7.5,12438.0,7.5,42168.0,6.3,3.0,7.5,3962.0,7.5,27271.0,7.5,10008.0,7.5,10100.0,0,0,7.5,1336.0,7.5,6192.0,7.7,2272.0,7.0,440.0,7.6,14012.0,7.5,33751.0,60.0
Benedict Cumberbatch,alan turing,the imitation game,1.0,91.0,89.0,60.0,0.049857565679934095,0.4957594524119948,19,1,183.0,2014,114,8.0,668033,14000000,233555708,73.0,8.0,668033,8.1,8.0,95177,163986,237242,120537,32729,9569,3413,1636,1032,2712,8.2,439.0,8.2,182403.0,7.9,227214.0,7.9,50030.0,8.0,385211.0,8.2,282.0,8.1,132631.0,7.8,179152.0,7.9,40027.0,8.3,109978.0,8.2,104.0,8.4,46281.0,8.1,44373.0,8.2,9014.0,7.5,728.0,7.9,59710.0,8.0,280187.0,38.0
Bill Murray,bob harris,lost in translation,1.0,85.0,95.0,27.0,0.23259785353535356,0.5940797979797979,20,1,185.0,2003,102,7.7,403588,4000000,118685453,89.0,7.7,403588,7.7,8.0,68907,75472,109093,75493,35115,15836,7918,4984,3755,7015,7.8,149.0,7.7,70852.0,7.7,190988.0,7.5,47103.0,7.8,250014.0,7.8,109.0,7.8,50151.0,7.8,151007.0,7.6,38852.0,7.4,67409.0,7.6,29.0,7.4,19478.0,7.4,37613.0,7.4,7395.0,7.2,742.0,7.7,69208.0,7.7,202586.0,53.0
Billy Bob Thornton,karl childers,sling blade,1.0,92.0,96.0,15.0,0.3038161375661376,0.5718750000000001,21,1,183.0,1996,135,8.0,85720,1000000,24444121,84.0,8.0,85720,8.0,8.0,15384,18767,27438,14268,4989,1959,865,545,428,1077,7.7,8.0,8.0,6757.0,7.9,35454.0,8.1,21588.0,8.0,56038.0,7.9,6.0,8.0,5825.0,7.9,30939.0,8.1,17602.0,8.1,9087.0,7.5,2.0,7.9,857.0,8.0,4180.0,8.3,3716.0,7.5,527.0,8.2,33133.0,7.8,26350.0,41.0
Bing Crosby,father chuck omalley,going my way,2.0,75.0,81.0,6.0,0.2929166666666666,0.5611111111111111,22,1,170.0,1944,126,7.0,10191,0,0,0,7.0,10191,7.3,7.0,1454,1243,2104,2549,1385,658,289,152,179,178,6.7,3.0,6.9,841.0,6.9,3276.0,7.2,3847.0,7.0,6554.0,6.7,3.0,6.9,686.0,6.8,2693.0,7.2,2981.0,7.2,1586.0,0,0,6.9,145.0,7.0,560.0,7.4,826.0,6.6,314.0,7.3,4343.0,6.7,3084.0,41.0
Bing Crosby,father chuck omalley,the bells of st marys,1.0,77.0,85.0,5.0,0.425,0.5375000000000001,22,1,170.0,1945,126,7.3,6922,0,21333333,0,7.3,6922,7.6,8.0,1030,950,1765,1675,799,370,153,75,42,63,7.0,2.0,7.3,435.0,7.0,1916.0,7.5,3038.0,7.2,4048.0,6.0,1.0,7.3,311.0,7.0,1398.0,7.4,2244.0,7.5,1418.0,8.0,1.0,7.3,121.0,7.2,496.0,7.7,763.0,6.8,309.0,7.4,3202.0,7.0,1891.0,42.0
Bing Crosby,frank elgin,the country girl,1.0,77.0,86.0,0.0,0.0,0.0,22,1,170.0,1954,104,7.3,5321,0,0,0,7.3,5321,7.3,7.0,508,572,1392,1643,682,284,83,49,35,73,7.0,1.0,7.5,501.0,7.2,1762.0,7.2,1892.0,7.2,3161.0,0,0,7.5,330.0,7.2,1282.0,7.2,1467.0,7.3,1058.0,7.0,1.0,7.5,167.0,7.3,459.0,7.3,400.0,6.6,226.0,7.3,1734.0,7.2,2199.0,51.0
Bob Hoskins,george,mona lisa,1.0,81.0,97.0,6.0,0.10447916666666668,0.4791666666666666,23,1,163.0,1986,104,7.3,12827,0,5794184,85.0,7.3,12827,7.4,7.0,918,1563,3674,3892,1697,617,225,100,57,84,7.0,2.0,7.6,704.0,7.3,4248.0,7.3,5007.0,7.3,9041.0,6.0,1.0,7.7,626.0,7.3,3816.0,7.3,4382.0,7.3,1035.0,0,0,7.3,74.0,7.2,374.0,7.4,562.0,7.1,349.0,7.5,2824.0,7.3,6561.0,44.0
Brad Pitt,benjamin button,the curious case of benjamin button,1.0,80.0,72.0,40.0,0.18469147682382975,0.580565052231719,24,1,180.0,2008,166,7.8,575714,150000000,335802786,70.0,7.8,575714,7.8,8.0,87336,109727,176149,115937,46730,18335,8339,4578,3050,5533,8.0,263.0,8.0,136581.0,7.7,265626.0,7.5,45303.0,7.8,353711.0,7.9,177.0,8.0,93461.0,7.8,207135.0,7.4,36011.0,7.8,110807.0,8.3,46.0,7.9,40780.0,7.7,55558.0,7.6,8589.0,7.3,765.0,7.7,81601.0,7.8,290975.0,45.0
Brad Pitt,billy beane,moneyball,1.0,86.0,94.0,37.0,0.1852187550104217,0.5545725108225109,24,1,180.0,2011,133,7.6,354575,50000000,110206216,87.0,7.6,354575,7.6,8.0,24371,51036,128922,101802,32182,9168,3095,1413,857,1729,7.8,117.0,7.7,78144.0,7.5,165399.0,7.5,34387.0,7.6,251987.0,7.8,102.0,7.8,67188.0,7.6,141962.0,7.5,28558.0,7.3,38492.0,8.0,3.0,7.3,9735.0,7.2,21239.0,7.4,5218.0,7.2,641.0,7.8,60766.0,7.5,165442.0,48.0
Bradley Cooper,patrizio pat solitano jr,silver linings playbook,1.0,86.0,92.0,40.0,0.2417174723424723,0.5535095314042683,25,1,185.0,2012,122,7.7,651122,21000000,236412453,81.0,7.7,651122,7.8,8.0,80026,117318,211241,146158,55514,20485,8212,4292,2818,5058,7.8,179.0,7.8,172866.0,7.7,259051.0,7.6,50719.0,7.7,372028.0,7.9,111.0,7.9,113810.0,7.7,191955.0,7.6,38637.0,7.6,143362.0,7.6,50.0,7.7,56239.0,7.6,63264.0,7.7,11148.0,7.1,762.0,8.0,88289.0,7.6,283802.0,37.0
Bradley Cooper,chris kyle,american sniper,1.0,84.0,72.0,36.0,0.1378523474125326,0.4952057457229871,25,1,185.0,2014,133,7.3,429820,58800000,547426372,72.0,7.3,429820,7.3,7.0,44462,52129,117943,118127,48585,19111,8412,4600,3223,13228,7.4,192.0,7.3,103701.0,7.2,157395.0,7.3,39942.0,7.2,281014.0,7.4,139.0,7.3,86726.0,7.2,134930.0,7.3,33724.0,7.3,45370.0,7.1,30.0,7.3,15122.0,7.2,20101.0,7.6,5528.0,6.9,673.0,7.6,53106.0,7.1,173586.0,39.0
Bradley Cooper,jackson maine,a star is born,1.0,79.0,90.0,47.0,0.2515340878257545,0.5358453891787226,25,2,185.0,2018,136,7.7,318520,36000000,436188866,88.0,7.7,318520,7.8,8.0,56614,56614,86377,64424,28810,11352,4653,2854,1982,4840,7.6,519.0,7.8,75562.0,7.5,100384.0,7.5,28905.0,7.6,158452.0,7.7,240.0,7.8,48088.0,7.5,72439.0,7.5,20575.0,7.8,62005.0,7.4,139.0,7.8,22546.0,7.7,24483.0,7.9,7199.0,7.0,521.0,7.8,38152.0,7.5,118330.0,43.0
Broderick Crawford,willie stark,all the kings men,2.0,78.0,95.0,10.0,0.2134953703703704,0.5603086419753086,26,1,183.0,1949,110,7.5,12893,0,0,0,7.5,12893,7.5,8.0,1163,1625,4175,3447,1356,581,244,108,56,138,6.8,6.0,7.5,1037.0,7.4,4646.0,7.6,4352.0,7.5,8942.0,6.8,6.0,7.5,926.0,7.4,4098.0,7.6,3684.0,7.4,1271.0,0,0,7.4,103.0,7.3,503.0,7.4,615.0,7.5,355.0,7.6,4880.0,7.4,4589.0,38.0
Bruce Dern,woodrow woody grant,nebraska,1.0,83.0,91.0,39.0,0.15345042777735085,0.5657553771015309,27,1,185.0,2013,115,7.7,110670,12000000,27682872,87.0,7.7,110670,7.7,8.0,9380,19657,40475,26511,8759,3001,1151,595,420,721,8.1,24.0,7.9,23059.0,7.7,49870.0,7.7,15933.0,7.7,78035.0,7.9,16.0,7.9,19197.0,7.7,41914.0,7.7,12999.0,7.7,14416.0,8.0,7.0,7.8,3540.0,7.7,7295.0,7.8,2646.0,7.3,458.0,7.8,19851.0,7.7,54643.0,77.0
Bryan Cranston,dalton trumbo,trumbo,1.0,79.0,74.0,32.0,0.18489478114478114,0.5241977969348659,28,1,179.0,2015,124,7.5,74712,15000000,11430025,60.0,7.5,74712,7.5,8.0,4972,8734,26531,23529,7457,1886,662,263,193,485,7.6,29.0,7.5,16659.0,7.4,29819.0,7.6,10468.0,7.5,49444.0,7.4,23.0,7.5,13491.0,7.4,24608.0,7.6,8484.0,7.5,10159.0,8.4,5.0,7.5,2938.0,7.5,4781.0,7.8,1789.0,7.0,397.0,7.4,10001.0,7.5,36282.0,59.0
Burt Lancaster,1st sgt milton warden,from here to eternity,1.0,84.0,92.0,16.0,-0.0008641975308641969,0.4069444444444445,29,1,188.0,1953,118,7.6,42401,1650000,36416,85.0,7.6,42401,7.7,8.0,5642,6596,13301,9966,3845,1495,559,308,204,485,7.4,12.0,7.6,3781.0,7.5,15199.0,7.8,13643.0,7.6,27286.0,7.0,10.0,7.7,2881.0,7.5,12324.0,7.8,11264.0,7.5,6026.0,8.5,2.0,7.5,863.0,7.4,2726.0,7.7,2212.0,7.4,538.0,7.8,13125.0,7.5,17208.0,40.0
Burt Lancaster,elmer gantry,elmer gantry,2.0,86.0,94.0,7.0,0.12416666666666668,0.7319444444444444,29,1,188.0,1960,146,7.8,10104,3000000,0,0,7.8,10104,7.8,8.0,1455,1733,3491,1966,807,294,124,70,49,115,0,0,7.9,517.0,7.7,2842.0,7.9,4380.0,7.8,6683.0,0,0,7.9,430.0,7.7,2446.0,7.9,3656.0,7.7,1141.0,0,0,7.7,80.0,7.5,360.0,7.9,667.0,7.2,313.0,7.8,3851.0,7.7,3540.0,47.0
Burt Lancaster,robert stroud,birdman of alcatraz,1.0,84.0,91.0,1.0,0.5,1.0,29,1,188.0,1962,147,7.8,15728,2650000,0,76.0,7.8,15728,7.9,8.0,1883,2580,5889,3582,1063,395,133,61,41,101,8.0,1.0,8.0,1031.0,7.8,5386.0,7.8,5740.0,7.8,10745.0,8.0,1.0,7.9,853.0,7.8,4712.0,7.8,4873.0,7.9,1620.0,0,0,8.0,163.0,7.9,611.0,7.9,793.0,7.5,381.0,7.8,4249.0,7.8,7210.0,49.0
Burt Lancaster,lou pascal,atlantic city,1.0,77.0,100.0,9.0,0.2378373015873016,0.579920634920635,29,1,188.0,1980,104,7.3,14719,7200000,12729675,85.0,7.3,14719,7.4,7.0,1312,1971,4023,4047,1949,755,290,173,61,138,7.3,3.0,7.5,1031.0,7.2,5002.0,7.4,5323.0,7.3,10289.0,7.5,2.0,7.6,886.0,7.2,4470.0,7.4,4685.0,7.2,1202.0,7.0,1.0,7.1,134.0,7.1,470.0,7.4,568.0,7.0,369.0,7.4,4656.0,7.3,6152.0,67.0
Cary Grant,roger adams,penny serenade,1.0,75.0,94.0,4.0,0.3,0.5,30,1,186.0,1941,119,7.1,6126,0,0,0,7.1,6126,7.3,7.0,758,626,1324,1727,944,364,191,83,55,54,8.0,1.0,7.2,354.0,6.9,1718.0,7.1,2504.0,6.9,3112.0,0,0,7.1,196.0,6.8,1080.0,7.0,1743.0,7.4,1577.0,8.0,1.0,7.4,158.0,7.2,622.0,7.6,728.0,6.6,270.0,7.2,2426.0,6.9,1926.0,37.0
Cary Grant,ernie mott,none but the lonely heart,1.0,0.0,0.0,0.0,0.0,0.0,30,1,186.0,1944,113,6.5,2187,0,0,0,6.5,2187,6.6,7.0,170,116,325,570,529,244,108,65,29,31,0,0,6.3,79.0,6.3,564.0,6.6,1061.0,6.4,1301.0,0,0,6.2,56.0,6.2,406.0,6.6,808.0,6.6,432.0,0,0,6.5,23.0,6.4,151.0,6.7,241.0,6.3,178.0,6.6,998.0,6.3,635.0,40.0
Casey Affleck,lee chandler,manchester by the sea,2.0,78.0,96.0,36.0,0.20429176110627725,0.5324775224775226,31,1,175.0,2016,137,7.8,238464,9000000,78988148,96.0,7.8,238464,7.8,8.0,27218,50020,75084,49722,19725,7537,3232,1922,1440,2564,8.1,162.0,8.0,59271.0,7.7,81047.0,7.5,21951.0,7.8,139401.0,8.2,114.0,8.1,45688.0,7.7,64964.0,7.5,17393.0,7.6,34539.0,7.8,32.0,7.7,12412.0,7.6,14742.0,7.5,4127.0,7.2,573.0,7.8,28548.0,7.8,101700.0,41.0
Charles Boyer,emperor napoleon bonaparte,conquest,1.0,50.0,100.0,2.0,0.19375,0.54375,32,2,175.0,1937,113,6.6,1302,2732000,0,0,6.6,1302,6.7,7.0,100,56,207,399,314,118,57,27,11,13,0,0,6.6,43.0,6.6,330.0,6.6,625.0,6.6,761.0,0,0,6.1,20.0,6.5,218.0,6.6,505.0,6.8,255.0,0,0,7.0,23.0,6.7,109.0,6.7,112.0,6.4,138.0,6.7,499.0,6.5,465.0,38.0
Charles Boyer,pepe le moko,algiers,1.0,0.0,0.0,0.0,0.0,0.0,32,1,175.0,1938,96,6.7,2407,0,0,0,6.7,2407,6.9,7.0,160,160,460,816,466,180,76,39,24,26,8.0,1.0,6.4,117.0,6.6,580.0,6.9,1172.0,6.8,1532.0,8.0,1.0,6.2,69.0,6.6,444.0,6.9,981.0,6.6,360.0,0,0,6.9,47.0,6.2,130.0,6.8,173.0,6.6,189.0,6.8,1052.0,6.6,738.0,39.0
Charles Boyer,gregory anton,gaslight,1.0,90.0,87.0,7.0,0.0519675925925926,0.5280092592592592,32,1,175.0,1944,114,7.8,23596,0,0,0,7.8,23596,7.9,8.0,2996,4008,8696,5009,1755,622,225,98,53,134,7.8,6.0,7.8,2211.0,7.7,8693.0,7.9,7196.0,7.7,13735.0,8.0,3.0,7.8,1497.0,7.7,6414.0,7.8,5395.0,8.0,4756.0,6.7,3.0,8.0,681.0,8.0,2173.0,8.1,1702.0,7.6,410.0,7.9,7465.0,7.7,9422.0,45.0
Charles Boyer,cesar,fanny,1.0,0.0,0.0,0.0,0.0,0.0,32,3,175.0,1961,134,6.9,1902,0,0,0,6.9,1902,7.2,7.0,258,204,356,477,309,155,55,32,30,26,0,0,7.2,95.0,6.6,459.0,7.0,911.0,6.8,1125.0,0,0,6.9,55.0,6.5,351.0,6.9,687.0,7.3,371.0,0,0,7.6,40.0,7.1,106.0,7.4,210.0,6.0,146.0,7.0,877.0,6.6,512.0,62.0
Charles Laughton,king henry viii of england,the private life of henry viii,2.0,74.0,100.0,0.0,0.0,0.0,33,1,173.0,1933,97,7.1,3598,60000,0,0,7.1,3598,7.1,7.0,268,357,872,1111,559,213,93,47,38,40,0,0,7.0,221.0,7.0,1130.0,7.1,1494.0,7.0,2406.0,0,0,7.0,170.0,7.0,908.0,7.1,1259.0,7.2,497.0,0,0,7.2,51.0,7.0,209.0,7.3,223.0,6.9,246.0,7.2,1339.0,7.0,1393.0,34.0
Charles Laughton,captain william bligh,mutiny on the bounty,1.0,83.0,93.0,10.0,0.3319444444444445,0.6269097222222223,33,1,173.0,1935,132,7.7,20336,1950000,0,87.0,7.7,20336,7.7,8.0,2626,2954,6988,4826,1700,617,213,119,71,222,8.1,6.0,7.6,1416.0,7.6,7008.0,7.8,7281.0,7.7,13635.0,8.0,4.0,7.6,1212.0,7.6,5997.0,7.8,6038.0,7.5,2352.0,8.5,2.0,7.7,191.0,7.3,936.0,7.7,1155.0,7.6,415.0,7.8,7211.0,7.6,7501.0,36.0
Charles Laughton,sir wilfrid robarts,witness for the prosecution,1.0,95.0,100.0,7.0,0.12777777777777774,0.562037037037037,33,3,173.0,1957,116,8.4,104524,3000000,7693,0,8.4,104524,8.2,8.0,20237,29610,31141,13234,4241,2248,1150,508,556,1599,8.3,68.0,8.6,17554.0,8.4,38325.0,8.4,18706.0,8.4,65274.0,8.5,51.0,8.6,14584.0,8.4,32553.0,8.3,15253.0,8.4,11937.0,7.4,13.0,8.5,2768.0,8.3,5410.0,8.5,3183.0,8.1,632.0,8.4,19282.0,8.4,46747.0,58.0
Charlton Heston,judah ben-hur,ben-hur,2.0,89.0,86.0,11.0,0.2902390791027154,0.5598278236914601,35,1,189.0,1959,212,8.1,214854,15000000,74427638,90.0,8.1,214854,8.0,8.0,44325,44856,63035,35510,13420,5764,2514,1546,1224,2660,8.0,92.0,8.1,26638.0,8.0,86661.0,8.2,42675.0,8.1,141034.0,8.0,72.0,8.1,22656.0,8.1,75252.0,8.2,36267.0,7.9,21079.0,7.7,15.0,7.8,3658.0,7.8,10507.0,8.0,5820.0,8.0,734.0,8.2,39874.0,8.0,95698.0,36.0
Chester Morris,chick williams,alibi,1.0,38.0,50.0,4.0,0.22083333333333333,0.5541666666666667,36,1,175.0,1929,91,5.8,661,0,0,0,5.8,661,6.0,6.0,28,23,65,117,182,131,61,28,18,8,0,0,5.3,36.0,5.6,191.0,6.1,287.0,5.8,460.0,0,0,5.0,30.0,5.7,170.0,6.1,253.0,5.7,56.0,0,0,6.3,6.0,5.1,20.0,6.1,30.0,6.0,83.0,5.8,335.0,5.9,163.0,28.0
Chiwetel Ejiofor,solomon northup,12 years a slave,1.0,90.0,95.0,64.0,0.13345281713816196,0.6219272511857258,37,1,178.0,2013,134,8.1,624629,20000000,187733202,96.0,8.1,624629,8.1,8.0,92264,157321,208686,105078,33754,11801,4904,2940,2193,5688,8.2,339.0,8.3,164620.0,8.0,223309.0,7.8,47205.0,8.1,371775.0,8.2,221.0,8.3,123554.0,8.0,178504.0,7.8,37609.0,8.1,97435.0,7.9,83.0,8.3,38155.0,8.0,41495.0,8.1,8738.0,7.6,716.0,8.3,63513.0,8.0,265170.0,36.0
Christian Bale,irving rosenfeld,american hustle,1.0,74.0,92.0,36.0,0.2617095533143327,0.5096793648209089,38,1,182.0,2013,138,7.2,440628,40000000,251171807,90.0,7.2,440628,7.2,7.0,25865,48787,123931,136999,61327,22658,9165,4629,2654,4613,7.2,114.0,7.3,108544.0,7.2,179315.0,7.2,41165.0,7.3,282404.0,7.3,81.0,7.4,83144.0,7.2,144736.0,7.3,33374.0,7.1,68366.0,6.9,25.0,7.1,23678.0,7.0,31935.0,7.2,7066.0,7.0,688.0,7.4,62124.0,7.2,197103.0,39.0
Christian Bale,dick cheney,vice,1.0,60.0,65.0,33.0,-0.002335164835164844,0.5470306513409962,38,1,182.0,2018,132,7.2,113257,60000000,76073488,61.0,7.2,113257,7.2,7.0,5732,11550,31999,36634,15633,5607,2251,1184,810,1857,6.8,142.0,7.2,24414.0,7.2,39843.0,7.1,12375.0,7.2,69941.0,6.9,112.0,7.2,20034.0,7.2,33792.0,7.1,10205.0,7.2,11574.0,6.5,17.0,7.2,3429.0,7.2,5177.0,7.2,1829.0,6.6,429.0,7.0,16413.0,7.2,46414.0,44.0
Clark Gable,peter warne,it happened one night,2.0,93.0,98.0,14.0,0.35579719387755104,0.5669436813186813,39,1,185.0,1934,105,8.1,91400,325000,0,87.0,8.1,91400,8.0,8.0,17789,19183,27534,15378,5382,2371,958,616,555,1634,7.9,45.0,8.1,13991.0,8.0,34068.0,8.1,18325.0,8.0,51867.0,8.1,28.0,8.1,9982.0,8.0,25914.0,8.1,14083.0,8.2,16433.0,7.7,15.0,8.2,3843.0,8.2,7825.0,8.3,4006.0,7.9,613.0,8.3,25442.0,8.0,34398.0,33.0
Clark Gable,lieutenant fletcher christian,mutiny on the bounty,1.0,83.0,93.0,10.0,0.3319444444444445,0.6269097222222223,39,2,185.0,1935,132,7.7,20336,1950000,0,87.0,7.7,20336,7.7,8.0,2626,2954,6988,4826,1700,617,213,119,71,222,8.1,6.0,7.6,1416.0,7.6,7008.0,7.8,7281.0,7.7,13635.0,8.0,4.0,7.6,1212.0,7.6,5997.0,7.8,6038.0,7.5,2352.0,8.5,2.0,7.7,191.0,7.3,936.0,7.7,1155.0,7.6,415.0,7.8,7211.0,7.6,7501.0,34.0
Clark Gable,rhett butler,gone with the wind,1.0,92.0,91.0,23.0,0.2152575757575758,0.5772538308252594,39,1,185.0,1939,238,8.1,283975,3977000,402352579,97.0,8.1,283975,8.1,8.0,79890,56161,67204,39710,17874,8640,4488,2994,2270,4744,8.0,119.0,8.3,40762.0,8.1,112630.0,8.2,53028.0,8.0,141198.0,8.1,72.0,8.2,23243.0,7.9,72804.0,8.0,38698.0,8.5,73032.0,7.9,40.0,8.4,16936.0,8.5,38520.0,8.6,13587.0,8.0,732.0,8.2,65578.0,8.1,112298.0,38.0
Cliff Robertson,charly gordon,charly,2.0,62.0,63.0,4.0,-0.31666666666666665,0.6611111111111111,40,1,178.0,1968,103,7.0,6108,0,18530000,50.0,7.0,6108,7.2,7.0,657,567,1360,1766,969,404,170,89,36,90,6.8,6.0,6.7,485.0,6.8,1919.0,7.2,2299.0,7.0,3993.0,6.0,3.0,6.6,367.0,6.8,1602.0,7.2,1926.0,7.1,780.0,5.0,3.0,6.9,112.0,6.8,303.0,7.5,343.0,6.6,226.0,7.1,2573.0,6.8,1904.0,45.0
Clint Eastwood,william will munny,unforgiven,1.0,93.0,96.0,27.0,0.22484561357010333,0.4537278508241242,42,1,193.0,1992,130,8.2,367365,14400000,159157447,85.0,8.2,367365,8.2,8.0,66265,92981,114185,58712,19061,6959,3299,1621,1204,3078,8.4,132.0,8.1,50885.0,8.2,153013.0,8.3,66520.0,8.2,258844.0,8.4,98.0,8.2,46720.0,8.2,141302.0,8.4,58419.0,7.8,21821.0,8.3,24.0,7.7,3573.0,7.7,10069.0,7.9,7134.0,8.3,807.0,8.4,75335.0,8.1,160697.0,62.0
Clint Eastwood,frankie dunn,million dollar baby,1.0,90.0,91.0,41.0,0.2138219439290868,0.5344451381951382,42,2,193.0,2004,132,8.1,623282,30000000,216763646,86.0,8.1,623282,8.0,8.0,95879,149886,206131,105465,34665,13035,5991,3381,2444,6405,8.2,206.0,8.2,119370.0,8.0,277439.0,8.0,66098.0,8.1,397399.0,8.2,137.0,8.2,92421.0,8.0,227825.0,8.0,54380.0,8.0,87584.0,8.1,46.0,8.2,25153.0,8.0,46229.0,7.9,10645.0,7.8,804.0,8.0,91122.0,8.1,292718.0,74.0
Colin Firth,george falconer,a single man,1.0,81.0,85.0,38.0,0.17201373141849333,0.5036625145553717,43,1,187.0,2009,99,7.6,104394,7000000,24964890,77.0,7.6,104394,7.7,8.0,13244,17754,30959,23815,10046,4224,1691,901,617,1143,7.5,17.0,7.8,20058.0,7.5,50765.0,7.4,14808.0,7.4,58842.0,7.4,12.0,7.7,11289.0,7.4,34546.0,7.3,10929.0,7.8,28650.0,7.5,4.0,7.9,8419.0,7.8,15481.0,7.7,3632.0,6.6,456.0,7.6,15796.0,7.5,58446.0,49.0
Colin Firth,king george vi,the kings speech,2.0,92.0,94.0,43.0,0.16007257448433918,0.5877788800705468,43,1,187.0,2010,118,8.0,628323,15000000,427374317,88.0,8.0,628323,8.0,8.0,77996,145796,223564,120076,36528,11678,4623,2424,1608,4030,7.9,207.0,8.1,148924.0,8.0,264168.0,8.0,62221.0,7.9,376554.0,7.9,144.0,8.0,104291.0,7.9,201927.0,7.9,47925.0,8.2,121598.0,7.7,40.0,8.2,41987.0,8.2,58326.0,8.4,13101.0,7.8,757.0,8.1,80721.0,8.0,298760.0,50.0
Cornel Wilde,frederic chopin,a song to remember,1.0,0.0,0.0,0.0,0.0,0.0,44,3,185.0,1945,113,6.7,1195,0,0,0,6.7,1195,7.0,7.0,151,68,196,329,268,101,41,21,10,10,0,0,7.0,54.0,6.6,283.0,6.7,601.0,6.7,750.0,0,0,7.0,41.0,6.6,218.0,6.6,468.0,6.7,211.0,0,0,6.9,13.0,6.5,63.0,6.9,126.0,6.2,113.0,6.6,503.0,6.7,403.0,33.0
