ACTOR,ROLE,TITLE,AWARD,SCORE_1,SCORE_2,NUM_REVIEWS,polarity_mean,objectivity_mean,NUMERIC_KEY
Charlie Chaplin,pierre,dough and dynamite,0.0,0.0,0.0,0.0,0.0,0.0,34
Charlie Chaplin,weakchin,his prehistoric past,0.0,0.0,0.0,0.0,0.0,0.0,34
Charlie Chaplin,the city guy,tillies punctured romance,0.0,44.0,89.0,1.0,0.25,0.5,34
Charlie Chaplin,masher,between showers,0.0,0.0,0.0,0.0,0.0,0.0,34
Charlie Chaplin,referee,the knockout,0.0,0.0,0.0,0.0,0.0,0.0,34
Charlie Chaplin,swindler,making a living,0.0,0.0,0.0,0.0,0.0,0.0,34
Charlie Chaplin,tipsy hotel guest,caught in the rain,0.0,0.0,0.0,0.0,0.0,0.0,34
Charlie Chaplin,mabels rival suitor,the fatal mallet,0.0,0.0,0.0,0.0,0.0,0.0,34
Charlie Chaplin,pickpocket,twenty minutes of love,0.0,0.0,0.0,0.0,0.0,0.0,34
Charlie Chaplin,the wife,a busy day,0.0,0.0,0.0,0.0,0.0,0.0,34
Charlie Chaplin,lord helpus/mr dovey,cruel cruel love,0.0,0.0,0.0,0.0,0.0,0.0,34
Charlie Chaplin,drunken masher,his favorite pastime,0.0,0.0,0.0,0.0,0.0,0.0,34
Charlie Chaplin,charlie aka tom,his musical career,0.0,0.0,0.0,0.0,0.0,0.0,34
Charlie Chaplin,mr wow-woe track fanatic,gentlemen of nerve,0.0,0.0,0.0,0.0,0.0,0.0,34
Charlie Chaplin,mabels husband,mabels married life,0.0,0.0,0.0,0.0,0.0,0.0,34
Charlie Chaplin,drunk,mabels strange predicament,0.0,0.0,0.0,0.0,0.0,0.0,34
Charlie Chaplin,mr sniffels,getting acquainted,0.0,0.0,0.0,0.0,0.0,0.0,34
Charlie Chaplin,charlie,his new profession,0.0,0.0,0.0,0.0,0.0,0.0,34
Charlie Chaplin,unknown,laughing gas,0.0,0.0,0.0,0.0,0.0,0.0,34
Charlie Chaplin,tipsy nuisance,mabels busy day,0.0,0.0,0.0,0.0,0.0,0.0,34
Charlie Chaplin,tramp,recreation,0.0,0.0,0.0,0.0,0.0,0.0,34
Charlie Chaplin,the property man,the property man,0.0,0.0,0.0,0.0,0.0,0.0,34
Charlie Chaplin,tramp,kid auto races at venice,0.0,0.0,0.0,0.0,0.0,0.0,34
Charlie Chaplin,1st reveller,the rounders,0.0,0.0,0.0,0.0,0.0,0.0,34
Charlie Chaplin,unknown,a tribute to charlie chaplin,0.0,0.0,0.0,0.0,0.0,0.0,34
Joaquin Phoenix,jesus,mary magdalene,0.0,47.0,44.0,19.0,0.30338118912337664,0.5313661165223665,108
Joaquin Phoenix,john callahan,dont worry he wont get far on foot,0.0,75.0,76.0,30.0,0.1783042156256442,0.6259388528138529,108
Joaquin Phoenix,charlie sisters,the sisters brothers,0.0,68.0,87.0,30.0,0.1586007896424563,0.5022804576376004,108
Joaquin Phoenix,joe,you were never really here,0.0,65.0,89.0,36.0,0.1214998759920635,0.6028379216269841,108
Joaquin Phoenix,abe,irrational man,0.0,46.0,47.0,33.0,0.10697566322566321,0.5235054688900843,108
Joaquin Phoenix,doc sportello,inherent vice,0.0,52.0,74.0,40.0,0.24282267573696145,0.5979367346938775,108
Joaquin Phoenix,jimmy emmett,captivated the trials of pamela smart,0.0,0.0,0.0,6.0,-0.0016666666666666607,0.4687301587301588,108
Joaquin Phoenix,theodore,her,0.0,82.0,95.0,40.0,0.18115143920407079,0.5604660173160173,108
Joaquin Phoenix,bruno weiss,the immigrant,0.0,60.0,85.0,26.0,0.22784177175481524,0.4843549783549783,108
Joaquin Phoenix,himself,im still here,0.0,38.0,53.0,34.0,0.08329989888583639,0.5390260819427487,108
Joaquin Phoenix,leonard kraditor,two lovers,0.0,59.0,82.0,39.0,0.1983181818181818,0.5533523547159911,108
Joaquin Phoenix,bobby green,we own the night,0.0,61.0,57.0,37.0,0.079794166151309,0.5088314713959875,108
Joaquin Phoenix,ethan lerner,reservation road,0.0,52.0,38.0,23.0,-0.053481670445956156,0.645427059712774,108
Joaquin Phoenix,jack,hotel rwanda,0.0,94.0,91.0,26.0,0.15186189414450285,0.5571995115995116,108
Joaquin Phoenix,lucius hunt,the village,0.0,57.0,43.0,26.0,-0.02072222222222221,0.6301816239316239,108
Joaquin Phoenix,jack morrison,ladder 49,0.0,81.0,41.0,18.0,0.32525252525252524,0.5789399092970522,108
Joaquin Phoenix,john,its all about love,0.0,27.0,19.0,11.0,-0.11777777777777777,0.5251388888888889,108
Joaquin Phoenix,kenai,brother bear,0.0,65.0,37.0,21.0,0.030277777777777785,0.6236842105263158,108
Joaquin Phoenix,merrill hess,signs,0.0,67.0,74.0,28.0,0.15800045913682276,0.7110585016835017,108
Joaquin Phoenix,ray elwood,buffalo soldiers,0.0,72.0,73.0,22.0,0.03360060690943044,0.6051469391175273,108
Joaquin Phoenix,commodus,gladiator,0.0,87.0,77.0,33.0,0.10401114317780985,0.5671105184498042,108
Joaquin Phoenix,coulmier,quills,0.0,83.0,75.0,28.0,0.057821637426900586,0.6368386243386243,108
Joaquin Phoenix,willie gutierrez,the yards,0.0,51.0,64.0,23.0,0.17064327485380118,0.5138742690058479,108
Joaquin Phoenix,max california,8mm,0.0,52.0,21.0,18.0,-0.27760416666666665,0.5584722222222224,108
Joaquin Phoenix,lewis mcbride,return to paradise,0.0,74.0,71.0,11.0,0.16181277056277055,0.532962962962963,108
Joaquin Phoenix,clay bidwell,clay pigeons,0.0,67.0,62.0,10.0,0.09573412698412698,0.5472222222222223,108
Joaquin Phoenix,doug holt,inventing the abbotts,0.0,52.0,31.0,6.0,0.3074074074074074,0.46296296296296297,108
Joaquin Phoenix,toby n tucker,u-turn,0.0,62.0,61.0,12.0,0.04632575757575757,0.4825231481481482,108
Joaquin Phoenix,jimmy emmett,to die for,0.0,65.0,88.0,13.0,0.028160548941798962,0.5867328042328043,108
Joaquin Phoenix,garry buckman-lampkin,parenthood,0.0,76.0,91.0,15.0,0.23762175324675325,0.6341269841269842,108
Joaquin Phoenix,drew blackburn,secret witness,0.0,0.0,0.0,0.0,0.0,0.0,108
Joaquin Phoenix,danny,russkies,0.0,43.0,14.0,1.0,-0.06666666666666667,0.5666666666666667,108
Joaquin Phoenix,max,spacecamp,0.0,50.0,45.0,1.0,0.125,0.625,108
Lionel Barrymore,andrew jackson,lone star,0.0,0.0,0.0,1.0,0.3333333333333333,0.6,133
Lionel Barrymore,hugo trimble,bannerline,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,sean omalley,right cross,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,john manchester,malaya,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,capt bering joy,down to the sea in ships,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,james temple,key largo,0.0,88.0,97.0,6.0,0.22822916666666665,0.5337500000000001,133
Lionel Barrymore,dr leonard gillespie,dark delusion,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,sen jackson mccanles,duel in the sun,0.0,54.0,76.0,4.0,0.2625,0.4083333333333333,133
Lionel Barrymore,dr richard gaunght,three wise fools,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,mr henry f potter,its a wonderful life,0.0,95.0,94.0,17.0,0.4402777777777778,0.6787037037037038,133
Lionel Barrymore,pat rafferty,the valley of decision,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,dr leonard b gillespie,between two women,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,dr leonard b gillespie,three men in white,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,clergyman,since you went away,0.0,80.0,83.0,1.0,-0.029166666666666664,0.5,133
Lionel Barrymore,the general,a guy named joe,0.0,72.0,67.0,2.0,0.75,0.85,133
Lionel Barrymore,dr leonard b gillespie,dr gillespies criminal case,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,dr leonard gillespie,calling dr gillespie,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,thaddeus stevens,tennessee johnson,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,dr leonard gillespie,dr gillespies new assistant,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,dr leonard gillespie,dr kildares victory,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,grandpop logan,the penalty,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,dr leonard gillespie,the people vs dr kildare,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,dr leonard gillespie,dr kildares wedding day,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,judge murdock,lady be good,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,uncle henry jones,the bad man,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,dr leonard gillespie,dr kildares strange case,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,dr leonard gillespie,dr kildares crisis,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,dr leonard gillespie,dr kildare goes home,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,thomas logan,let freedom ring,0.0,0.0,0.0,1.0,0.06818181818181818,0.2606060606060606,133
Lionel Barrymore,dr leonard barry gillespie,the secret of dr kildare,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,julian northrup,on borrowed time,0.0,0.0,0.0,1.0,0.0,0.0,133
Lionel Barrymore,dr leonard gillespie,calling dr kildare,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,grandpa martin vanderhof,you cant take it with you,0.0,88.0,93.0,11.0,0.24232323232323233,0.6713131313131314,133
Lionel Barrymore,howard b drake,test pilot,0.0,69.0,75.0,2.0,0.1580492424242424,0.48446969696969694,133
Lionel Barrymore,dr gillespie,young dr kildare,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,dan sheridan,a yank at oxford,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,captain skinny dawes,navy blue and gold,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,capt disko troop,captains courageous,0.0,89.0,94.0,0.0,0.0,0.0,133
Lionel Barrymore,judge james k hardy,a family affair,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,grandpa clayton,saratoga,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,paul lavond,the devil doll,0.0,69.0,78.0,5.0,0.08958333333333335,0.4,133
Lionel Barrymore,monsieur duval,camille,0.0,83.0,93.0,3.0,0.45,0.6777777777777777,133
Lionel Barrymore,papa la roche/pvt morin,the road to glory,0.0,0.0,0.0,1.0,-0.6,1.0,133
Lionel Barrymore,springfield `spring` davis,the voice of bugle ann,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,andrew jackson,the gorgeous hussy,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,col lloyd,the little colonel,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,nat miller,ah wilderness!,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,dan peggotty,david copperfield,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,unknown,the return of peter grimm,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,professor zelen,mark of the vampire,0.0,46.0,80.0,4.0,0.5416666666666666,0.525,133
Lionel Barrymore,dr josiah glass,public hero no 1,0.0,0.0,0.0,1.0,0.4,0.35,133
Lionel Barrymore,martin turner,this side of heaven,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,billy bones,treasure island,0.0,74.0,100.0,0.0,0.0,0.0,133
Lionel Barrymore,tr paige,the girl from missouri,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,daniel pardway,sweepings,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,oliver jordan,dinner at eight,0.0,74.0,90.0,3.0,0.4166666666666667,0.8333333333333334,133
Lionel Barrymore,eli watt,one mans journey,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,augustus merrick,should ladies behave?,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,insp robineau,night flight,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,grandpa storr,the strangers return,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,tim benton,looking forward,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,grigori rasputin,rasputin and the empress,0.0,48.0,60.0,0.0,0.0,0.0,133
Lionel Barrymore,otto kringelein,grand hotel,0.0,77.0,86.0,10.0,0.2987222222222222,0.6756111111111112,133
Lionel Barrymore,dr h holderlin,broken lullaby,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,133
Lionel Barrymore,detective guerchard,arsene lupin,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,jeff keane,washington masquerade,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,richard grant,guilty hands,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,baron igor andreeff,the yellow ticket,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,general shubin,mata hari,0.0,55.0,63.0,5.0,0.07777777777777778,0.6244444444444445,133
Lionel Barrymore,director in bedroom scene,free and easy,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,dakkar,the mysterious island,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,himself,the hollywood revue,0.0,22.0,50.0,3.0,0.05156250000000001,0.7375,133
Lionel Barrymore,crane,west of zanzibar,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,alfred davidson,sadie thompson,0.0,72.0,83.0,0.0,0.0,0.0,133
Lionel Barrymore,doyle,alias jimmy valentine,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,dr leyden,body and soul,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,the greek,the show,0.0,0.0,0.0,1.0,0.0,0.0,133
Lionel Barrymore,mathias,the bells,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,canterac,the temptress,0.0,0.0,0.0,1.0,0.5,0.5,133
Lionel Barrymore,capt walter butler,america,0.0,62.0,63.0,2.0,0.25416666666666665,0.39374999999999993,133
Lionel Barrymore,hawks,peg o my heart,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,unknown,the penalty,0.0,76.0,80.0,0.0,0.0,0.0,133
Lionel Barrymore,richard dorian,dorians divorce,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,billy saunders,strongheart,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,the doctor,the house of darkness,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,the young womans father,the lady and the mouse,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,the financial backer,deaths marathon,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,the author,the burglars dilemma,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,grizzley fallon - dandy jacks friend,friends,0.0,0.0,0.0,0.0,0.0,0.0,133
Lionel Barrymore,preacher bolton,the new york hat,0.0,0.0,0.0,0.0,0.0,0.0,133
Tom Hulce,mr bowker,jumper,0.0,44.0,15.0,42.0,0.024828278863993157,0.5668736599657652,212
Tom Hulce,dr cayly,stranger than fiction,0.0,85.0,73.0,46.0,0.2009732019335678,0.5926380431737576,212
Tom Hulce,quasimodo,the hunchback of notre dame ii,0.0,26.0,30.0,0.0,0.0,0.0,212
Tom Hulce,himself,paul monette the brink of summers end,0.0,0.0,0.0,1.0,0.16666666666666666,0.18888888888888888,212
Tom Hulce,quasimodo,the hunchback of notre dame,0.0,70.0,71.0,17.0,0.2387878787878788,0.6014021164021164,212
Tom Hulce,peter patrone,the heidi chronicles,0.0,0.0,0.0,0.0,0.0,0.0,212
Tom Hulce,antoine de saint-exupery,wings of courage,0.0,0.0,0.0,2.0,0.1,0.45,212
Tom Hulce,henry clerval,mary shelleys frankenstein,0.0,49.0,38.0,11.0,0.13759469696969695,0.701010101010101,212
Tom Hulce,brillstein,fearless,0.0,80.0,85.0,9.0,0.08441609977324263,0.5357312925170069,212
Tom Hulce,ivan sanshin,the inner circle,0.0,79.0,50.0,1.0,0.04374999999999998,0.50625,212
Tom Hulce,gary wallace,black rainbow,0.0,46.0,88.0,1.0,-0.041666666666666664,0.29166666666666663,212
Tom Hulce,mickey schwerner,murder in mississippi,0.0,0.0,0.0,0.0,0.0,0.0,212
Tom Hulce,larry buckman,parenthood,0.0,76.0,91.0,15.0,0.314233682983683,0.6882936507936508,212
Tom Hulce,shadowman/david rubenstin,shadowman,0.0,0.0,0.0,0.0,0.0,0.0,212
Tom Hulce,dominick nicky luciano,dominick and eugene,0.0,72.0,80.0,7.0,0.06422247023809524,0.52296875,212
Tom Hulce,cc drood,slamdance,0.0,54.0,20.0,1.0,-0.39375,0.65,212
Tom Hulce,jonathan,echo park,0.0,39.0,86.0,1.0,0.2333333333333333,0.7000000000000001,212
Tom Hulce,artie shoemaker,those lips those eyes,0.0,0.0,0.0,1.0,-0.13333333333333333,0.39999999999999997,212
Tom Hulce,larry pinto kroger,national lampoons animal house,0.0,89.0,90.0,9.0,-0.006944444444444435,0.4898148148148148,212
Tom Hulce,hanley,september 30 1955,0.0,0.0,0.0,0.0,0.0,0.0,212
Chester Morris,pop weaver,the great white hope,0.0,67.0,43.0,3.0,0.05740740740740743,0.6462962962962963,36
Chester Morris,dr carlo lombardi,the she creature,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,kenyon j scudder,unchained,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,horatio boston blackie black,boston blackies chinese venture,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,horatio boston blackie black,trapped by boston blackie,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,jeffrey andrews,blind spot,0.0,50.0,80.0,3.0,-0.2805555555555555,0.6863756613756613,36
Chester Morris,barry cole,one way to love,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,horatio boston blackie black,the phantom thief,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,horatio boston blackie black/cyrus peyton,a close call for boston blackie,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,horatio boston blackie black,boston blackie and the law,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,horatio boston blackie black,boston blackie booked on suspicion,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,brad crowder,rough tough and ready,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,boston blackie,boston blackies rendezvous,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,ross hadley,gamblers choice,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,larry burke,double exposure,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,horatio boston blackie black,one mysterious night,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,horatio boston blackie black,boston blackies appointment with death,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,jeff gallagher,secret command,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,pete ramsey,tornado,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,horatio boston blackie black,the chance of a lifetime,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,sgt foxy pattis,aerial gunner,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,boston blackie,after midnight with boston blackie,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,buzz mitchell,high explosive,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,detective humphrey campbell,no hands on the clock,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,boston blackie,boston blackie goes hollywood,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,blackie,alias boston blackie,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,jeff morrell,i live in danger,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,jeff morrell,i live on danger,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,duke mason,wrecking crew,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,hardtack hamilton,canal zone,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,boston blackie,confessions of boston blackie,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,boston blackie,meet boston blackie,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,david cook/tom cook,wagons westward,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,lt jim malone,the marines fly high,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,jim holden aka dr gary currier,girl from gods country,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,hal wilson,blind alley,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,dr anthony tony craig,pacific liner,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,blake,thunder afloat,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,bill brooks,five came back,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,jim sock conway,smashing the rackets,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,gene fillmore,law of the underworld,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,kenneth `ken` stockton,sky giant,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,paul smith,flight from glory,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,eddie lang,i promise to pay,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,bob,miracle in the sand,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,steve farrell,moonlight murder,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,johnnie drew,frankie and johnnie,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,john joseph madden,counterfeit,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,jimmy donlin,they met in a taxi,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,robert bob sangster,three godfathers,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,dr bill morgan,society doctor,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,mr mitch mitchell,pursuit,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,jeff crane,public hero no 1,0.0,0.0,0.0,1.0,0.4,0.35,36
Chester Morris,neil broderick,tomorrow at seven,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,jimmy office boy burnham,the gay bride,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,danny,blondie johnson,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,chris martin,golden harvest,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,william bill/willie legendre jr,red headed woman,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,jimmie martin,sinners in the sun,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,lt roger craig,cock of the air,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,john hawks,corsair,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,sgt grischa paprotkin,the case of sergeant grischa,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,detective anderson,the bat whispers,0.0,53.0,64.0,5.0,0.27309090909090905,0.4336363636363637,36
Chester Morris,don warren,second choice,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,nickey solomon,playing around,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,unknown,she couldnt say no,0.0,0.0,0.0,0.0,0.0,0.0,36
Chester Morris,ted martin,the divorcee,0.0,63.0,75.0,0.0,0.0,0.0,36
Chester Morris,john morg morgan,the big house,0.0,69.0,75.0,0.0,0.0,0.0,36
Chester Morris,ray malone,woman trap,0.0,0.0,0.0,0.0,0.0,0.0,36
Richard Jenkins,stanley,the last shift,0.0,37.0,61.0,8.0,-0.08673611111111112,0.375246913580247,179
Richard Jenkins,robert,kajillionaire,0.0,45.0,89.0,30.0,0.11867631673881673,0.5953600936100936,179
Richard Jenkins,senator willis,kong skull island,0.0,69.0,75.0,54.0,0.24333201659451661,0.5459359114015977,179
Richard Jenkins,giles,the shape of water,0.0,72.0,92.0,59.0,0.2744644496917224,0.6164237614237614,179
Richard Jenkins,don hollar,the hollars,0.0,59.0,47.0,24.0,0.13731131662949844,0.5264783112510386,179
Richard Jenkins,senator russell,lbj,0.0,54.0,58.0,26.0,0.14125198412698411,0.5089046884185773,179
Richard Jenkins,chicory,bone tomahawk,0.0,73.0,90.0,17.0,-0.02413703360131933,0.5780189995189995,179
Richard Jenkins,coleman,4 minute mile,0.0,44.0,29.0,8.0,0.012755102040816329,0.44353741496598637,179
Richard Jenkins,robert,lullaby,0.0,55.0,30.0,13.0,0.16906565656565656,0.5704398148148148,179
Richard Jenkins,richard shelburn,gods pocket,0.0,32.0,37.0,37.0,0.09044146825396826,0.5685607035607037,179
Richard Jenkins,bobby,turbo,0.0,65.0,66.0,28.0,0.17992831890331892,0.5830398767898768,179
Richard Jenkins,hugh,acod,0.0,28.0,52.0,24.0,0.13495370370370371,0.5319609788359788,179
Richard Jenkins,raphelson,white house down,0.0,62.0,52.0,46.0,0.016285287684097205,0.4760130513328188,179
Richard Jenkins,jed lewis,the company you keep,0.0,45.0,54.0,38.0,0.21574459421050332,0.501735256702362,179
Richard Jenkins,da rodin,jack reacher,0.0,67.0,64.0,48.0,0.16799460377585376,0.5174793470418471,179
Richard Jenkins,driver,killing them softly,0.0,44.0,73.0,57.0,0.018229207661025846,0.5706123556998557,179
Richard Jenkins,peter,liberal arts,0.0,60.0,71.0,33.0,0.24580037483883638,0.5490333674262246,179
Richard Jenkins,russell,darling companion,0.0,29.0,21.0,33.0,0.15811287477954145,0.46757369614512473,179
Richard Jenkins,coakley,hall pass,0.0,40.0,33.0,52.0,-0.05491559261445625,0.6125134889265325,179
Richard Jenkins,mr harper,friends with benefits,0.0,65.0,69.0,51.0,0.21733662171162169,0.6029628591363285,179
Richard Jenkins,lotterman,the rum diary,0.0,36.0,52.0,46.0,0.17943833943833942,0.5505858516483517,179
Richard Jenkins,sitterson,the cabin in the woods,0.0,74.0,92.0,53.0,0.21602789020943783,0.6423056487009976,179
Richard Jenkins,mr tyree,dear john,0.0,55.0,29.0,39.0,0.11981295093795093,0.5169126815025252,179
Richard Jenkins,richard from texas,eat pray love,0.0,42.0,36.0,47.0,0.1835647546897547,0.5192105139666116,179
Richard Jenkins,richard,waiting for forever,0.0,42.0,5.0,12.0,-0.1198236331569665,0.586998556998557,179
Richard Jenkins,the father,let me in,0.0,76.0,88.0,48.0,0.1657052809378391,0.5928246230420144,179
Richard Jenkins,paul gertmanian,happythankyoumoreplease,0.0,60.0,42.0,18.0,-0.04688540626040627,0.5835876623376622,179
Richard Jenkins,doug long,norman,0.0,58.0,67.0,10.0,0.20765432098765432,0.5742929292929293,179
Richard Jenkins,robert,step brothers,0.0,69.0,55.0,51.0,0.04422466730800065,0.6059098350224444,179
Richard Jenkins,john mcvey,the broken,0.0,25.0,49.0,10.0,-0.05125000000000001,0.4740972222222222,179
Richard Jenkins,principal,the tale of despereaux,0.0,44.0,57.0,34.0,0.22796626984126983,0.6157088744588743,179
Richard Jenkins,ted,burn after reading,0.0,65.0,78.0,55.0,0.08290114977614978,0.621178550480021,179
