ACTOR,ROLE,TITLE,AWARD,SCORE_1,SCORE_2,NUM_REVIEWS,polarity_mean,objectivity_mean,NUMERIC_KEY
David Strathairn,truman lester,a good baby,0.0,0.0,0.0,1.0,0.0,0.0,50
David Strathairn,howard goodwin,a map of the world,0.0,56.0,65.0,11.0,0.011495535714285708,0.5925595238095238,50
David Strathairn,joe gastineau aka jumpin joe gastineau,limbo,0.0,69.0,72.0,4.0,0.0,0.1,50
David Strathairn,jackson kinley,evidence of blood,0.0,0.0,0.0,0.0,0.0,0.0,50
David Strathairn,charles kaminski,meschugge,0.0,0.0,0.0,0.0,0.0,0.0,50
David Strathairn,armand minetti,with friends like these,0.0,40.0,50.0,3.0,0.23333333333333334,0.5541666666666667,50
David Strathairn,rev russell,simon birch,0.0,77.0,44.0,4.0,-0.125,0.5,50
David Strathairn,pierce morehouse patchett,la confidential,0.0,94.0,99.0,26.0,0.12962104033532604,0.5903601764397219,50
David Strathairn,wes,bad manners,0.0,40.0,85.0,4.0,0.25,1.0,50
David Strathairn,martin,in the gloaming,0.0,0.0,0.0,0.0,0.0,0.0,50
David Strathairn,earl himes,the climb,0.0,0.0,0.0,2.0,0.85,0.55,50
David Strathairn,lieutenant bernard b ohare,mother night,0.0,76.0,63.0,5.0,-0.11502525252525252,0.6823232323232323,50
David Strathairn,marcel,the song of hiawatha,0.0,0.0,0.0,0.0,0.0,0.0,50
David Strathairn,john mccowan,stand off,0.0,0.0,0.0,0.0,0.0,0.0,50
David Strathairn,russell cates,beyond the call,0.0,0.0,0.0,0.0,0.0,0.0,50
David Strathairn,russell terziak,home for the holidays,0.0,72.0,63.0,14.0,0.031030328798185937,0.5996409674981104,50
David Strathairn,joe st george,dolores claiborne,0.0,81.0,84.0,11.0,0.16708333333333333,0.5964351851851851,50
David Strathairn,charles lewin,losing isaiah,0.0,73.0,45.0,9.0,0.0869543650793651,0.6275132275132275,50
David Strathairn,tom hartman,the river wild,0.0,51.0,56.0,8.0,0.34234722222222225,0.48374999999999996,50
David Strathairn,john mccowan,april one,0.0,0.0,0.0,0.0,0.0,0.0,50
David Strathairn,johnny,lost in yonkers,0.0,77.0,71.0,2.0,-0.125,0.7,50
David Strathairn,young arthur huntington,american clock,0.0,0.0,0.0,0.0,0.0,0.0,50
David Strathairn,getso,a dangerous woman,0.0,31.0,50.0,3.0,0.3,0.6800000000000002,50
David Strathairn,ray mcdeere,the firm,0.0,64.0,75.0,12.0,0.06045053711720377,0.4032706028539362,50
David Strathairn,keith,big girls dont cry they get even,0.0,0.0,0.0,0.0,0.0,0.0,50
David Strathairn,ira lowenstein,a league of their own,0.0,84.0,78.0,21.0,0.331156994047619,0.6346602182539682,50
David Strathairn,erwin whistler emory,sneakers,0.0,80.0,79.0,12.0,0.09789186507936509,0.5470238095238096,50
David Strathairn,rennie,passion fish,0.0,82.0,100.0,3.0,-0.09444444444444444,0.4666666666666667,50
David Strathairn,carl linstrum,o pioneers!,0.0,0.0,0.0,0.0,0.0,0.0,50
David Strathairn,asteroid,city of hope,0.0,82.0,94.0,4.0,-0.08819444444444445,0.78125,50
David Strathairn,dr art kobrine,without warning the james brady story,0.0,0.0,0.0,0.0,0.0,0.0,50
David Strathairn,bill thomas,heat wave,0.0,0.0,0.0,0.0,0.0,0.0,50
David Strathairn,father frank aubert,judgment,0.0,0.0,0.0,0.0,0.0,0.0,50
David Strathairn,col craig harriman,memphis belle,0.0,79.0,67.0,8.0,0.3861111111111111,0.44833333333333336,50
David Strathairn,j robert oppenheimer,day one,0.0,0.0,0.0,0.0,0.0,0.0,50
David Strathairn,the stranger,the feud,0.0,0.0,0.0,0.0,0.0,0.0,50
David Strathairn,sam,call me,0.0,0.0,0.0,1.0,0.0,0.0,50
David Strathairn,martin chernak,dominick and eugene,0.0,72.0,80.0,8.0,0.09875330687830687,0.5245833333333333,50
David Strathairn,eddie cicotte,eight men out,0.0,80.0,86.0,12.0,0.05833994708994711,0.5194675925925926,50
David Strathairn,sid hatfield,matewan,0.0,93.0,94.0,10.0,0.2953125,0.5449074074074074,50
David Strathairn,stuart chase,broken vows,0.0,0.0,0.0,0.0,0.0,0.0,50
David Strathairn,tony pine,at close range,0.0,79.0,87.0,5.0,0.16,0.5433333333333333,50
David Strathairn,weejun,when nature calls,0.0,0.0,0.0,0.0,0.0,0.0,50
David Strathairn,dr singe,iceman,0.0,0.0,0.0,1.0,0.3111111111111111,0.6111111111111112,50
David Strathairn,jerry,enormous changes at the last minute,0.0,0.0,0.0,1.0,-0.16666666666666666,0.06666666666666667,50
David Strathairn,wesley,silkwood,0.0,78.0,74.0,9.0,0.1405357142857143,0.5986011904761905,50
David Strathairn,ron des gargans,return of the secaucus 7,0.0,74.0,81.0,1.0,0.20833333333333334,0.2888888888888889,50
Tom Conti,gilmore trent,peripheral,0.0,0.0,0.0,0.0,0.0,0.0,208
Tom Conti,charlie meyer,mirette,0.0,0.0,0.0,0.0,0.0,0.0,208
Tom Conti,judge gerald biggleswade,paddington 2,0.0,88.0,100.0,41.0,0.29467401285583106,0.6091936728395062,208
Tom Conti,manu,streetdance 2,0.0,37.0,41.0,6.0,-0.18018127705627707,0.37920725108225106,208
Tom Conti,ray,city slacker,0.0,0.0,0.0,0.0,0.0,0.0,208
Tom Conti,gonzalo,the tempest,0.0,28.0,30.0,37.0,0.17494806255835668,0.5619780643738976,208
Tom Conti,sir paul,a closed book,0.0,21.0,13.0,7.0,-0.11292517006802723,0.4818452380952381,208
Tom Conti,doc baker,dangerous parking,0.0,0.0,0.0,0.0,0.0,0.0,208
Tom Conti,rudi,paid,0.0,0.0,0.0,0.0,0.0,0.0,208
Tom Conti,bert gordon,almost heaven,0.0,0.0,0.0,0.0,0.0,0.0,208
Tom Conti,elliot,derailed,0.0,58.0,21.0,36.0,-0.01903273809523809,0.543147721454173,208
Tom Conti,unknown,donovan,0.0,0.0,0.0,0.0,0.0,0.0,208
Tom Conti,bob jones,i was a rat,0.0,0.0,0.0,0.0,0.0,0.0,208
Tom Conti,insp john cregar,the enemy,0.0,0.0,0.0,0.0,0.0,0.0,208
Tom Conti,dr fiedler,dont go breaking my heart,0.0,59.0,83.0,3.0,-0.016964285714285713,0.5342261904761905,208
Tom Conti,monsignor calogero,something to believe in,0.0,0.0,0.0,0.0,0.0,0.0,208
Tom Conti,eddie,out of control,0.0,0.0,0.0,0.0,0.0,0.0,208
Tom Conti,henry hamilton,the inheritance,0.0,0.0,0.0,0.0,0.0,0.0,208
Tom Conti,harry rheinhartdt,sub down,0.0,0.0,0.0,0.0,0.0,0.0,208
Tom Conti,alonso,someone elses america,0.0,93.0,80.0,1.0,0.0,0.0,208
Tom Conti,doctor stanley phillips,voices within the lives of truddi chase,0.0,0.0,0.0,0.0,0.0,0.0,208
Tom Conti,moses bornstein,two brothers running,0.0,0.0,0.0,0.0,0.0,0.0,208
Tom Conti,costas caldes,shirley valentine,0.0,86.0,73.0,2.0,0.0,0.0,208
Tom Conti,andrija gavrilovic,that summer of white roses,0.0,0.0,0.0,0.0,0.0,0.0,208
Tom Conti,pat piscitelli,fatal judgment,0.0,0.0,0.0,0.0,0.0,0.0,208
Tom Conti,joe bradley,roman holiday,0.0,0.0,0.0,0.0,0.0,0.0,208
Tom Conti,duncan mckaskel,the quick and the dead,0.0,0.0,0.0,0.0,0.0,0.0,208
Tom Conti,stuart,beyond therapy,0.0,32.0,20.0,3.0,0.41428571428571426,0.380952380952381,208
Tom Conti,vic mathews,heavenly pursuits,0.0,0.0,0.0,0.0,0.0,0.0,208
Tom Conti,roger,miracles,0.0,0.0,0.0,0.0,0.0,0.0,208
Tom Conti,pope leo xiv,saving grace,0.0,0.0,0.0,1.0,0.0,0.0,208
Tom Conti,serge klarsfeld,nazi hunter the beate klarsfeld story,0.0,0.0,0.0,1.0,0.0,0.0,208
Tom Conti,daniel young,deep cover,0.0,0.0,0.0,0.0,0.0,0.0,208
Tom Conti,alan mcmann,american dreamer,0.0,82.0,17.0,1.0,0.5,0.5,208
Tom Conti,col john lawrence,merry christmas mr lawrence,0.0,79.0,82.0,6.0,0.1716666666666667,0.6376666666666667,208
Tom Conti,dolek berson,the wall,0.0,0.0,0.0,0.0,0.0,0.0,208
Tom Conti,dr jacquin,the duellists,0.0,83.0,92.0,5.0,0.1303412698412698,0.6153968253968254,208
Tom Conti,mark berkeley,the haunting of julia,0.0,0.0,0.0,0.0,0.0,0.0,208
Tom Conti,robert seymour,flame,0.0,0.0,0.0,0.0,0.0,0.0,208
Tom Conti,bruno varella,if its a man hang up,0.0,0.0,0.0,0.0,0.0,0.0,208
Frank Sinatra,unknown,frank sinatra the man and the myth,0.0,0.0,0.0,0.0,0.0,0.0,68
Frank Sinatra,himself,young at heart,0.0,0.0,0.0,0.0,0.0,0.0,68
Frank Sinatra,unknown,listen up the lives of quincy jones,0.0,0.0,0.0,1.0,0.0,0.0,68
Frank Sinatra,edward delaney,the first deadly sin,0.0,31.0,63.0,1.0,0.0,0.0,68
Frank Sinatra,dep insp frank hovannes,contract on cherry street,0.0,0.0,0.0,0.0,0.0,0.0,68
Frank Sinatra,himself,fred astaire salutes the fox musicals,0.0,0.0,0.0,0.0,0.0,0.0,68
Frank Sinatra,dingus billy magee,dirty dingus magee,0.0,0.0,0.0,1.0,-0.3,0.4,68
Frank Sinatra,tony rome,lady in cement,0.0,48.0,38.0,2.0,0.2833333333333333,0.24166666666666664,68
Frank Sinatra,detective sgt joe leland,the detective,0.0,46.0,100.0,1.0,0.4388888888888889,0.43333333333333335,68
Frank Sinatra,sam laker,the naked runner,0.0,0.0,0.0,0.0,0.0,0.0,68
Frank Sinatra,tony rome,tony rome,0.0,59.0,63.0,2.0,0.6,0.55,68
Frank Sinatra,mark brittain,assault on a queen,0.0,0.0,0.0,0.0,0.0,0.0,68
Frank Sinatra,vince talmadge,cast a giant shadow,0.0,0.0,0.0,0.0,0.0,0.0,68
Frank Sinatra,himself,the oscar,0.0,32.0,13.0,3.0,-0.305952380952381,0.6123015873015872,68
Frank Sinatra,chief pharmacist mate,none but the brave,0.0,0.0,0.0,0.0,0.0,0.0,68
Frank Sinatra,col joseph l ryan,von ryans express,0.0,82.0,89.0,4.0,0.2888888888888889,0.3194444444444444,68
Frank Sinatra,dan edwards,marriage on the rocks,0.0,0.0,0.0,0.0,0.0,0.0,68
Frank Sinatra,robbo,robin and the seven hoods,0.0,70.0,40.0,0.0,0.0,0.0,68
Frank Sinatra,singer,paris when it sizzles,0.0,66.0,50.0,1.0,-0.06666666666666667,0.38611111111111107,68
Frank Sinatra,cameo,the list of adrian messenger,0.0,69.0,67.0,3.0,0.05370370370370372,0.4648148148148148,68
Frank Sinatra,alan baker,come blow your horn,0.0,61.0,75.0,0.0,0.0,0.0,68
Frank Sinatra,zack thomas,four for texas,0.0,39.0,11.0,0.0,0.0,0.0,68
Frank Sinatra,mike merry,sergeants 3,0.0,0.0,0.0,0.0,0.0,0.0,68
Frank Sinatra,major bennett marco,the manchurian candidate,0.0,90.0,97.0,13.0,0.05199074074074075,0.6733796296296296,68
Frank Sinatra,harry,the devil at 4 oclock,0.0,57.0,80.0,0.0,0.0,0.0,68
Frank Sinatra,danny ocean,oceans eleven,0.0,81.0,48.0,10.0,0.02414880952380951,0.60675,68
Frank Sinatra,francois durnais,can-can,0.0,0.0,0.0,0.0,0.0,0.0,68
Frank Sinatra,tony manetta,a hole in the head,0.0,49.0,75.0,0.0,0.0,0.0,68
Frank Sinatra,capt tom reynolds,never so few,0.0,34.0,40.0,0.0,0.0,0.0,68
Frank Sinatra,1st lt sam loggins,kings go forth,0.0,0.0,0.0,0.0,0.0,0.0,68
Frank Sinatra,dave hirsh,some came running,0.0,76.0,83.0,2.0,-0.3,0.2,68
Frank Sinatra,joey evans,pal joey,0.0,60.0,80.0,0.0,0.0,0.0,68
Frank Sinatra,miguel,the pride and the passion,0.0,25.0,22.0,3.0,0.09166666666666667,0.61875,68
Frank Sinatra,joe e lewis,the joker is wild,0.0,0.0,0.0,0.0,0.0,0.0,68
Frank Sinatra,mike connor,high society,0.0,83.0,82.0,3.0,-0.01788888888888889,0.4287222222222222,68
Frank Sinatra,johnny concho/johnny collins,johnny concho,0.0,0.0,0.0,0.0,0.0,0.0,68
Frank Sinatra,alfred boone,not as a stranger,0.0,54.0,11.0,4.0,0.3121527777777778,0.6638888888888889,68
Frank Sinatra,nathan detroit,guys and dolls,0.0,83.0,91.0,12.0,0.4217866161616161,0.5325063131313131,68
Frank Sinatra,charlie y reader,the tender trap,0.0,56.0,67.0,0.0,0.0,0.0,68
Frank Sinatra,john baron,suddenly,0.0,63.0,100.0,1.0,0.0,0.0,68
Frank Sinatra,barney sloan,young at heart,0.0,79.0,86.0,0.0,0.0,0.0,68
Frank Sinatra,pvt angelo maggio,from here to eternity,0.0,84.0,92.0,16.0,-0.0008641975308641969,0.40694444444444444,68
Frank Sinatra,danny wilson,meet danny wilson,0.0,0.0,0.0,0.0,0.0,0.0,68
Frank Sinatra,johnny dalton,double dynamite,0.0,0.0,0.0,1.0,0.35,0.45,68
Frank Sinatra,dennis ryan,take me out to the ball game,0.0,70.0,93.0,7.0,0.148781179138322,0.5787414965986394,68
Frank Sinatra,chip,on the town,0.0,83.0,93.0,7.0,0.4536580086580087,0.5903679653679654,68
Frank Sinatra,father paul,the miracle of the bells,0.0,0.0,0.0,0.0,0.0,0.0,68
Frank Sinatra,ricardo,the kissing bandit,0.0,0.0,0.0,0.0,0.0,0.0,68
Frank Sinatra,danny webson miller,it happened in brooklyn,0.0,44.0,83.0,1.0,0.3,0.75,68
Frank Sinatra,finale specialty,till the clouds roll by,0.0,49.0,100.0,0.0,0.0,0.0,68
Frank Sinatra,clarence doolittle,anchors aweigh,0.0,79.0,62.0,6.0,0.20520833333333333,0.5383333333333333,68
Frank Sinatra,unknown,the house i live in,0.0,0.0,0.0,0.0,0.0,0.0,68
Frank Sinatra,glenn russell,step lively,0.0,0.0,0.0,0.0,0.0,0.0,68
Frank Sinatra,frank,higher and higher,0.0,0.0,0.0,0.0,0.0,0.0,68
Kenneth Branagh,hercule poirot,death on the nile,0.0,0.0,0.0,0.0,0.0,0.0,118
Kenneth Branagh,sator,tenet,0.0,76.0,71.0,32.0,0.212665715095562,0.5606790573372206,118
Kenneth Branagh,director,artemis fowl,0.0,20.0,9.0,0.0,0.0,0.0,118
Kenneth Branagh,unknown,lost lives,0.0,0.0,0.0,2.0,0.3,1.0,118
Kenneth Branagh,william shakespeare,all is true,0.0,67.0,72.0,22.0,0.12086063627730294,0.4624167791273054,118
Kenneth Branagh,commander bolton,dunkirk,0.0,81.0,92.0,45.0,0.2436513217763218,0.6056400312650313,118
Kenneth Branagh,hercule poirot,murder on the orient express,0.0,53.0,61.0,35.0,0.20889356528245417,0.5634882154882155,118
Kenneth Branagh,viktor cherevin,jack ryan shadow recruit,0.0,53.0,54.0,29.0,0.09352514703798184,0.5396196499433106,118
Kenneth Branagh,mark snow,stars in shorts,0.0,66.0,60.0,5.0,0.375,0.625,118
Kenneth Branagh,laurence olivier,my week with marilyn,0.0,71.0,83.0,34.0,0.14573015873015874,0.5461546338965694,118
Kenneth Branagh,mark snow,prodigal,0.0,0.0,0.0,0.0,0.0,0.0,118
Kenneth Branagh,dormandy,pirate radio,0.0,71.0,61.0,35.0,0.09296972471972473,0.5964474136974137,118
Kenneth Branagh,henning von tresckow,valkyrie,0.0,65.0,62.0,37.0,0.18144713261648746,0.5985395622895623,118
Kenneth Branagh,steven chesterman,alien love triangle,0.0,0.0,0.0,0.0,0.0,0.0,118
Kenneth Branagh,other man on tv,sleuth,0.0,51.0,36.0,31.0,0.025890847247990123,0.5659496981307326,118
Kenneth Branagh,director,the magic flute,0.0,65.0,70.0,14.0,0.3611842450478814,0.6239580327080327,118
Kenneth Branagh,unknown,as you like it,0.0,49.0,36.0,9.0,0.18363095238095237,0.6106040564373898,118
Kenneth Branagh,franklin delano roosevelt,warm springs,0.0,0.0,0.0,1.0,0.08333333333333333,1.0,118
Kenneth Branagh,uncle albert,five children and it,0.0,42.0,63.0,3.0,0.25,0.3333333333333333,118
Kenneth Branagh,himself/narrator,the tramp and the dictator,0.0,0.0,0.0,0.0,0.0,0.0,118
Kenneth Branagh,mr neville,rabbit-proof fence,0.0,86.0,87.0,19.0,0.2081343901196842,0.5898454785954786,118
Kenneth Branagh,gilderoy lockhart,harry potter and the chamber of secrets,0.0,80.0,82.0,39.0,0.23787943059494784,0.5438173964345839,118
Kenneth Branagh,reinhard heydrich,conspiracy,0.0,86.0,100.0,4.0,-0.16458333333333336,0.5687500000000001,118
Kenneth Branagh,peter mcgowan,how to kill your neighbors dog,0.0,74.0,58.0,7.0,-0.06633333333333333,0.5927777777777777,118
Kenneth Branagh,berowne,loves labours lost,0.0,40.0,49.0,18.0,0.1677951388888889,0.48459821428571426,118
Kenneth Branagh,miguel,the road to el dorado,0.0,66.0,48.0,17.0,0.345153889477869,0.5540649826364111,118
Kenneth Branagh,dr arliss loveless,wild wild west,0.0,28.0,17.0,29.0,0.11413265306122448,0.4875675059295749,118
Kenneth Branagh,richard,the theory of flight,0.0,57.0,50.0,6.0,0.0875,0.47500000000000003,118
Kenneth Branagh,lee simon,celebrity,0.0,42.0,40.0,5.0,-0.01690476190476191,0.6551190476190476,118
Kenneth Branagh,rick magruder,the gingerbread man,0.0,25.0,59.0,10.0,0.24748917748917748,0.5961489898989899,118
Kenneth Branagh,father michael mckinnon,the proposition,0.0,51.0,11.0,1.0,0.0,0.0,118
Kenneth Branagh,hamlet,hamlet,0.0,90.0,95.0,13.0,0.26256944444444447,0.6212121212121212,118
Kenneth Branagh,director,a midwinters tale,0.0,88.0,81.0,7.0,0.17216666666666666,0.4372222222222222,118
Kenneth Branagh,iago,othello,0.0,64.0,67.0,12.0,0.21517857142857144,0.5304497354497354,118
Kenneth Branagh,donal davoren,the shadow of a gunman,0.0,0.0,0.0,0.0,0.0,0.0,118
Kenneth Branagh,victor frankenstein,mary shelleys frankenstein,0.0,49.0,38.0,11.0,0.14870580808080808,0.7218434343434343,118
Kenneth Branagh,seigneur benedick,much ado about nothing,0.0,86.0,90.0,13.0,0.26200937950937947,0.6538095238095238,118
Kenneth Branagh,herr knopp,swing kids,0.0,79.0,56.0,4.0,-0.12777777777777768,0.6611111111111111,118
Kenneth Branagh,andrew benson,peters friends,0.0,78.0,69.0,7.0,0.2735353535353535,0.5935185185185186,118
Kenneth Branagh,roman strauss/mike church,dead again,0.0,77.0,83.0,13.0,-0.045373015873015864,0.5100793650793651,118
Kenneth Branagh,james moon,a month in the country,0.0,72.0,83.0,0.0,0.0,0.0,118
Kenneth Branagh,rick,high season,0.0,14.0,60.0,1.0,0.19,0.80375,118
Kenneth Branagh,guy pringle,fortunes of war,0.0,0.0,0.0,0.0,0.0,0.0,118
Kenneth Branagh,oswald,ghosts,0.0,0.0,0.0,0.0,0.0,0.0,118
Kenneth Branagh,dh lawrence,coming through,0.0,0.0,0.0,0.0,0.0,0.0,118
Kenneth Branagh,billy martin,a coming to terms for billy,0.0,0.0,0.0,0.0,0.0,0.0,118
Kenneth Branagh,billy martin,a matter of choice for billy,0.0,0.0,0.0,0.0,0.0,0.0,118
Kenneth Branagh,charles tansley,to the lighthouse,0.0,0.0,0.0,0.0,0.0,0.0,118
Kenneth Branagh,billy,too late to talk to billy,0.0,0.0,0.0,0.0,0.0,0.0,118
Gene Kelly,himself,thats entertainment! iii,0.0,82.0,100.0,2.0,0.2333333333333333,0.2833333333333334,74
Gene Kelly,himself,thats dancing!,0.0,0.0,0.0,2.0,0.2625,0.4916666666666667,74
Gene Kelly,danny mcguire,xanadu,0.0,58.0,27.0,9.0,-0.23798941798941797,0.5917724867724866,74
Gene Kelly,will atkins,viva knievel!,0.0,14.0,17.0,2.0,0.16666666666666666,0.16666666666666666,74
Gene Kelly,narrator,thats entertainment part 2,0.0,79.0,67.0,0.0,0.0,0.0,74
Gene Kelly,himself,thats entertainment!,0.0,85.0,100.0,1.0,0.14545454545454545,0.21818181818181817,74
Gene Kelly,billy boylan,forty carats,0.0,0.0,0.0,0.0,0.0,0.0,74
Gene Kelly,director,the cheyenne social club,0.0,0.0,0.0,0.0,0.0,0.0,74
Gene Kelly,andy miller,the young girls of rochefort,0.0,84.0,98.0,18.0,0.2734196359196359,0.48742303992303987,74
Gene Kelly,pinky benson,what a way to go!,0.0,66.0,22.0,3.0,0.013888888888888886,0.4494444444444445,74
Gene Kelly,himself,lets make love,0.0,60.0,69.0,1.0,0.2125,0.2958333333333334,74
Gene Kelly,e k hornbeck,inherit the wind,0.0,91.0,92.0,2.0,0.07500000000000001,0.6,74
Gene Kelly,noel airman,marjorie morningstar,0.0,0.0,0.0,0.0,0.0,0.0,74
Gene Kelly,host/pierrot/the marine/sinbad,invitation to the dance,0.0,0.0,0.0,0.0,0.0,0.0,74
Gene Kelly,michael j andrews,the happy road,0.0,0.0,0.0,0.0,0.0,0.0,74
Gene Kelly,barry nichols,les girls,0.0,71.0,100.0,2.0,0.5555555555555555,0.43333333333333335,74
Gene Kelly,ted riley,its always fair weather,0.0,75.0,88.0,0.0,0.0,0.0,74
Gene Kelly,tommy albright,brigadoon,0.0,72.0,85.0,1.0,0.0,0.0,74
Gene Kelly,lt `brad` bradville,crest of the wave,0.0,0.0,0.0,0.0,0.0,0.0,74
Gene Kelly,don lockwood,singin in the rain,0.0,95.0,100.0,15.0,0.30303030303030304,0.5518055555555555,74
Gene Kelly,capt jeff eliot,the devil makes three,0.0,0.0,0.0,0.0,0.0,0.0,74
Gene Kelly,himself,love is better than ever,0.0,0.0,0.0,0.0,0.0,0.0,74
Gene Kelly,unknown,its a big country,0.0,0.0,0.0,0.0,0.0,0.0,74
Gene Kelly,jerry mulligan,an american in paris,0.0,79.0,96.0,15.0,0.34348544973544975,0.45924603174603174,74
Gene Kelly,giovanni e johnny columbo,the black hand,0.0,0.0,0.0,0.0,0.0,0.0,74
Gene Kelly,joe d ross,summer stock,0.0,83.0,100.0,0.0,0.0,0.0,74
Gene Kelly,eddie obrien,take me out to the ball game,0.0,70.0,93.0,7.0,0.148781179138322,0.5787414965986394,74
Gene Kelly,gabey,on the town,0.0,83.0,93.0,7.0,0.4536580086580087,0.5903679653679654,74
Gene Kelly,himself,words and music,0.0,63.0,20.0,1.0,0.5,0.5,74
Gene Kelly,dartagnan,the three musketeers,0.0,74.0,78.0,1.0,0.375,0.47500000000000003,74
Gene Kelly,serafin,the pirate,0.0,75.0,73.0,1.0,0.16,0.5399999999999999,74
Gene Kelly,leo gogarty,living in a big way,0.0,0.0,0.0,0.0,0.0,0.0,74
Gene Kelly,gentleman in the babbit and the bromide,ziegfeld follies,0.0,58.0,70.0,0.0,0.0,0.0,74
Gene Kelly,robert manette,christmas holiday,0.0,51.0,75.0,1.0,0.40625,0.4,74
Gene Kelly,danny mcguire,cover girl,0.0,70.0,95.0,6.0,0.35583333333333333,0.6583333333333333,74
Gene Kelly,victor,the cross of lorraine,0.0,0.0,0.0,0.0,0.0,0.0,74
Gene Kelly,alec howe/black arrow,du barry was a lady,0.0,0.0,0.0,0.0,0.0,0.0,74
Gene Kelly,vito s alessandro,pilot no 5,0.0,0.0,0.0,0.0,0.0,0.0,74
Gene Kelly,private eddie marsh,thousands cheer,0.0,0.0,0.0,0.0,0.0,0.0,74
Gene Kelly,harry palmer,for me and my gal,0.0,83.0,100.0,0.0,0.0,0.0,74
Art Carney,frank,last action hero,0.0,47.0,38.0,8.0,-0.01958333333333334,0.31152777777777774,15
Art Carney,unknown,where pigeons go to die,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,monsignor obrien,night friend,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,father michael t ohalloran,miracle of the heart a boys town story,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,henry coogan,time flyer,0.0,0.0,0.0,1.0,0.15666666666666668,0.3433333333333334,15
Art Carney,moe smith,izzy and moe,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,mel adler,the undergrads,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,morgens,the naked face,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,harry wickes,a doctors story,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,tony,terrible joe moran,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,santa claus,the night they saved christmas,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,irv manders,firestarter,0.0,53.0,37.0,2.0,-0.15541666666666668,0.6266666666666667,15
Art Carney,bernard crawford,the muppets take manhattan,0.0,76.0,83.0,4.0,0.42788149350649346,0.49710497835497836,15
Art Carney,charley dunbar,better late than never,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,walter peary,bitter harvest,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,charlie pickett,take this job and shove it,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,harry truman,st helens,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,unknown,fighting back,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,pignose moran,steel,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,robert stroud,alcatraz the whole shocking story,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,corpus c redfish,roadie,0.0,56.0,14.0,2.0,-0.3,0.6,15
Art Carney,al,going in style,0.0,73.0,82.0,3.0,0.12187500000000001,0.65625,15
Art Carney,marcus,sunburn,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,frank miller,letters from frank,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,abe,defiance,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,grandpa martin vanderhof,you cant take it with you,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,sergeant,ravagers,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,dr amos willoughby,house calls,0.0,47.0,25.0,0.0,0.0,0.0,15
Art Carney,doctor blaine/doctor bowers,movie movie,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,police chief paul lanigan,say it aint so chief,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,ira wells,the late show,0.0,79.0,95.0,2.0,-0.24479166666666666,0.5260416666666666,15
Art Carney,unknown,in hot weather the crime rate soars,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,police chief paul lanigan,the cadaver in the clutter,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,police chief paul lanigan,friday the rabbi slept late,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,deacon,ww and the dixie dancekings,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,mr jacobs,the woman who cried murder,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,mr jacobs,death scream,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,thornton alman,katherine,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,jj fromberg,won ton ton the dog who saved hollywood,0.0,60.0,20.0,0.0,0.0,0.0,15
Art Carney,malcolm michaels,happy anniversary and goodbye,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,barney,the female instinct,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,himself,the car that became a star,0.0,0.0,0.0,0.0,0.0,0.0,15
Art Carney,joey friedlander,the yellow rolls-royce,0.0,0.0,0.0,0.0,0.0,0.0,15
Kevin Costner,george blackledge,let him go,0.0,0.0,0.0,0.0,0.0,0.0,119
Kevin Costner,frank hamer,the highwaymen,0.0,73.0,57.0,24.0,0.06625198412698413,0.5621078987150416,119
Kevin Costner,enzo,the art of racing in the rain,0.0,96.0,43.0,20.0,0.012671130952380982,0.6111858076563959,119
